买个汉堡王到麦当劳，不知道会发生什么(●°u°●)​ 」,1535263234.0,1170.0,1.0,保密,冰-璃,3.0,0.0
小时候就觉得这个麦当劳小丑超可怕,1535260263.0,1169.0,5.0,男,可爱的Jeff,3.0,2.0
是什么成就了比利.海灵顿是梦想吗？是责任吗？不，是麦当劳叔叔,1535212566.0,1157.0,16.0,女,红茶方糖先生,3.0,0.0
记得之前在微博上看的 感觉是最恐怖的麦当劳小丑 和一群小孩玩着玩着就开始杀 最后把小孩的头拧下来眼睛里插上生日蜡烛...(ㅍ_ㅍ),1534680227.0,1133.0,22.0,保密,把熊還給我,4.0,3.0
我在麦当劳吃过肯德基...,1534433845.0,1124.0,6.0,保密,巫拉丶赫克马蒂卡,5.0,0.0
想起郭德纲的相声，在肯德基唱麦当劳主题曲。,1534171661.0,1115.0,1.0,男,许格珲,4.0,0.0
说是麦当劳广告，一个麦当劳的标志都没看见，就一位小丑一个汉堡？不可信,1534146990.0,1113.0,6.0,男,宅到永远,3.0,0.0
"我一边在麦当劳吃巨无霸一边看这个...
爽hhh",1534062765.0,1102.0,1.0,保密,硬币推荐收藏,4.0,0.0
一看就不是麦当劳,1533966167.0,1098.0,1.0,保密,东风快递CHN,4.0,0.0
有特写啊，分明就是恶搞黑麦当劳的( ´_ゝ｀)（考古）,1533950667.0,1093.0,4.0,男,一朵flowery,3.0,0.0
天呐，我以后不会吃麦当劳了,1533897038.0,1090.0,0.0,保密,就好比句苦瓜苦逼巨苦吧,4.0,0.0
邪典动画真人版，不怕被麦当劳搞死,1533893716.0,1089.0,0.0,保密,鸿烧瑜,3.0,0.0
"沃德妈
在也不要吃麦当劳了",1533561172.0,1076.0,9.0,保密,草翻,5.0,1.0
2333333333麦当劳叔叔,1533482953.0,1072.0,0.0,保密,金属制品想过平静生活,4.0,0.0
我看过一个是麦当劳小丑把店里的小孩全杀了。很久以前在QQ空间里看的了。,1533386544.0,1063.0,6.0,男,偷电狂魔愛酱,4.0,3.0
前些天刚吃完麦当劳,1533266411.0,1057.0,0.0,女,读者哲学的香蕉军,3.0,0.0
不相当于侵犯黑人家麦当劳么？  在中国肯定是要被告的，外国这么开放呀,1533252022.0,1054.0,2.0,男,超好吃的布丁要撸猫,3.0,0.0
小时候不喜欢麦当劳完全就是因为这个小丑,1533204447.0,1049.0,2.0,男,劣质的地瓜烧,5.0,1.0
我觉得……这个应该是汉堡王恶搞麦当劳拍的广告，这一对经常相爱相杀，23333,1533140480.0,1045.0,4.0,保密,Knight丶soul,4.0,0.0
更多选择更多欢笑，尽在麦当劳…,1533134891.0,1044.0,1.0,保密,iuchang,4.0,0.0
麦当劳最后笑场了哈哈哈哈哈,1533114242.0,1040.0,4.0,男,XXX1780,5.0,0.0
麦当劳是牛逼…,1533006822.0,1033.0,4.0,女,鹅鹅鹅曲项向天哥eee,3.0,0.0
大家有没有发现，在麦当劳叔叔暴走时还有人在拍摄，不是恶搞视频，就是还有个拍摄人太无情了，麦当闹叔叔抓狂了，小孩跑了，还拍,1532685030.0,1017.0,28.0,男,K之菌,2.0,2.0
改天我也试试在麦当劳吃汉堡王,1532666377.0,1013.0,1.0,男,SuperLuigi1986,4.0,0.0
从第一眼看到麦当劳这个小丑的形象时就有一种莫名的抗拒和恐惧感,1532602893.0,1009.0,9.0,男,2K毁灭,4.0,2.0
就是我有小丑恐惧症，每当我爸妈活着我姐带我去吃麦当劳的时候，我都是拒绝的，因为很多店门口都有麦当劳小丑的雕像,1532438688.0,998.0,8.0,男,银河中的路银,4.0,1.0
以前觉得麦当劳的小丑太可怕了，而肯德基老爷爷看起来很和蔼，所以都去那里吃[小电视_害羞],1532344733.0,993.0,50.0,女,第02团,4.0,2.0
我感觉是汉堡王拍来黑麦当劳的,1531919967.0,969.0,30.0,保密,爱吃胖次的史莱姆,5.0,1.0
然而我选择麦当劳，从小就喜欢，因为有奶昔,1531803489.0,965.0,2.0,女,盖喵斜坡,5.0,0.0
确定是麦当劳拍的？？[小电视_吃惊],1531750979.0,964.0,3.0,女,吹你千百遍,5.0,1.0
现在很少有人吃金供门(麦当劳)，因为这个广告，还是吃肯德基吧,1531468064.0,958.0,9.0,保密,风暴的亚索,3.0,4.0
突然想干死这个麦当劳叔叔,1531382471.0,954.0,11.0,男,航哥脾气不大好,4.0,0.0
23333以前有坐在长椅上的麦当劳叔叔，我还把手搭在他肩膀上合影来着。他是我以前唯一一个不怕的小丑。[2233娘_大笑],1531316387.0,951.0,15.0,男,克总家的皮皮狐,5.0,1.0
还好现在麦当劳已经很少这个小丑形象出现了。都是一个大写的m,1531193979.0,944.0,21.0,女,昔日有个木木,5.0,1.0
我上次在肯德基机器人里提问，这里是麦当劳吗，结果肯德基爷爷就生气了，问我为什么要气他，他的程序可是会被气瘫痪的233,1531192215.0,943.0,35.0,女,修林少女,5.0,0.0
我小时候从不去麦当劳，一直吃的肯德基，就是因为麦当劳的m叔叔太吓人了，而肯德基老爷爷看着特别和蔼可亲……,1531126309.0,941.0,93.0,女,BluePeppermint7,4.0,2.0
这个哪里恐怖了？？？没人看过麦当劳大叔屠杀的版本？那个我看过，现在我反正是找不到了,1530815957.0,917.0,1.0,保密,名字太短所以起长一点,3.0,1.0
绝对是恶搞出来的，那个电视台播这么长的广告?而且只要不吃麦当劳的汉堡就有小丑打人，厉害👍,1530767146.0,913.0,6.0,男,牛战士绝不搞比利,3.0,1.0
让我们想象一下崔佛.菲利普遇到麦当劳叔叔会发生甚么事？我估计老崔会把他**后杀，然后生吃他的肉,1530441596.0,905.0,1.0,保密,我爱悠悠999,3.0,0.0
麦当劳肯德基除了名字不一样，卖的东西都是一样的吧,1530038385.0,900.0,3.0,保密,春潮烂漫满堂红,5.0,2.0
应该是同人视频吧……这麦当劳的广告都出现汉堡王了，显 然 不 符 合 广 告 法！,1529474555.0,879.0,10.0,男,HoiTyanbon,4.0,0.0
麦当劳的事和我金拱门有什么关系(･∀･),1529399224.0,876.0,11.0,保密,我叫乘客cj,3.0,0.0
我不喜欢这个麦当劳叔叔,1529156391.0,871.0,3.0,保密,咔酱果酱,3.0,0.0
你们为什么不去麦当劳吃金拱门,1529117799.0,869.0,7.0,保密,梁予生-,5.0,0.0
我以后再也不会吃汉堡王，我要去麦当劳吃肯德基。嘻嘻嘻嘻哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1528950402.0,865.0,4.0,保密,Ice碎风一叶,3.0,0.0
最后一段估计是广告效果吧，我觉得是故意这样的，通过小丑叔叔对麦当劳的真心？反衬出麦当劳的好吃？喵喵喵？不然这段视频是怎么流传的，要真的禁播能有这段录像吗,1528871206.0,863.0,10.0,保密,孤独x剑客,4.0,2.0
av23才是麦当劳恐怖广告,1528619549.0,851.0,6.0,保密,装逼QAQ,4.0,0.0
其实蛮搞笑的啊，我就是死，也要说麦当劳第一(〜￣△￣)〜,1527953392.0,828.0,5.0,女,天命扛把子fuka酱,5.0,1.0
肯德基拍的呗，麦当劳抢了他们的生意。,1527930635.0,826.0,11.0,男,桑尼弗雷利,3.0,0.0
麦当劳叔叔是病娇么2333,1527894794.0,825.0,5.0,男,气氛突然苏维埃了起来,4.0,0.0
为什么我觉得麦当劳叔叔很可爱,1527762490.0,823.0,0.0,保密,妖姬姬子,4.0,0.0
我去麦当劳吃小笼包可以吗？,1526804046.0,800.0,2.0,男,萝卜菜-洋哥,3.0,0.0
这是黑麦当劳的广告？,1526639497.0,796.0,2.0,保密,一朵面包,4.0,0.0
此麦当劳广告由汉堡王赞助,1526532444.0,792.0,4.0,保密,疯狂龙骑士,5.0,0.0
我在麦当劳看这个，没谁了。,1526464357.0,790.0,0.0,保密,把椅子拿来不谢,3.0,0.0
对麦当劳有阴影了,1526258864.0,787.0,1.0,保密,几号放假呀,4.0,0.0
不会是对手拍的来黑麦当劳的吧(▔□▔)/,1526116890.0,781.0,2.0,保密,起名起什么的都有,5.0,0.0
不如去吃麦当劳,1525589670.0,772.0,0.0,男,Chykonone,4.0,0.0
不可能是麦当劳广告吧。。。。恶搞的吧,1525483322.0,770.0,0.0,保密,澳雪木瓜露,5.0,1.0
麦当劳主打的是汉堡，和汉堡王冲突了，两家在汉堡方面竞争很激烈的，不说了，我学隔壁兄弟去汉堡王吃麦当劳了,1525182518.0,764.0,7.0,保密,忧郁的橘子TYT,5.0,0.0
不敢吃麦当劳了…,1524367248.0,742.0,0.0,保密,Bam_甜豆花,3.0,0.0
麦当劳(金拱门)的小丑叔叔是我小时候的一个噩梦,1524313808.0,741.0,7.0,男,奶牛吃钙片,5.0,0.0
恶心人的玩意！这段视频根本就不可能是麦当劳的广告，完全不符合主流价值观。,1523544213.0,735.0,1.0,保密,鹿渚抚水,3.0,0.0
各位，这个广告当时是真事存在的，这个演员当时觉得麦当劳是世界第一的汉堡制作者，对麦当劳尤其痴心，汉堡王是当时麦当劳的强劲竞争对手，但是商业斗争气息太明显了且有暴力倾向，之后这位演员就被撤职了，换成了现代版的教主，            在说说这广告，里面所说的送麦当劳叔叔其实就是陪你玩一会，并不是真正陪你一生。而当时汉堡王的广告比麦当劳更好，而且真的是汉堡比麦当劳强不少，就是太贵了导致现在汉堡王没麦当劳强了，大家看看就好，不要太多想,1523130376.0,729.0,53.0,男,吥纯洁,4.0,4.0
这他妈是汉堡王黑麦当劳的吧,1521991348.0,711.0,11.0,男,爱呀爱呀不错吆,3.0,0.0
我觉得汉堡王好吃又便宜，麦当劳吃完就不想吃了。。,1521946748.0,709.0,3.0,保密,444NtFouNd,4.0,4.0
看过全集，后来麦当劳叔叔把他们全砍了,1521686779.0,704.0,9.0,男,信女丶,4.0,0.0
"◢◣　　　◢◣
▉▉◢　　　　蓝蓝路　　　◣▉▉
▉▉▉　　　▉▉▉
◥▉◤　　　◥█◤
◢▉◣　　　◢█◣
▉▉▉　　　◢▉▉▉▉◣　　　▉▉▉
▉▉▉　　◢▉▉▉▉▉▉◣　　▉▉▉
▉▉▉　　▉▉　　　　▉▉　　▉▉▉
▉▉▉　　▉▉　★★　▉▉　　▉▉▉
▉▉▉　　▉▉　　　　▉▉　　▉▉▉
▉▉▉　　◥▉　教祖　▉◤　　▉▉▉
▉▉▉　　　◥　　　　◤　　　▉▉▉
◥▉◤◢▉◤◥▉◤◥▉◤◥▉◣◥▉◤
　▉▉▉▉▉▉▉▉▉▉▉▉▉▉▉▉　
　◥▉▉▉▉▉▉▉▉▉▉▉▉▉▉◤


罗纳德·麦当劳已于2014年5月20日正式退役，M记新吉祥物将是一只叫Happy的谜之生物。教祖终究抛弃上校独自隐退了，感谢那些年他给我们带来的快乐。",1521620849.0,703.0,21.0,保密,赵日天他大哥大,4.0,0.0
这个视频让我对麦当劳都产生了阴影。。真,1520107373.0,688.0,11.0,保密,JoyceC,3.0,0.0
麦当劳为什么要小丑。,1519897732.0,681.0,0.0,保密,sans忠实粉,3.0,0.0
一直不喜欢麦当劳的**小丑,1518783205.0,640.0,4.0,保密,硅妖赫本,5.0,0.0
"为什么说麦当劳的对手只有汉堡王，却没有肯德基呢？
    因为麦当劳的招牌菜是汉堡，而肯德基根本不卖“汉堡”。
    汉堡是一类特殊的三明治 英文叫hamburger sanwich 简称hamburger，必须含有用绞碎的肉或者其他材料（比如青豆和蘑菇碾碎做的素汉堡）做成的肉饼才叫汉堡。
    而肯德基大部分所谓的“汉堡”都是夹一整块肉做成的， 这个在英文里叫burger 翻译成中文是“堡”，比如劲脆鸡腿堡， 奥尔良烤鸡腿堡，和汉堡没有任何关系 。如果你去国外的肯德基和麦当劳 会发现这类叫sandwich或者burger 没人会把它们叫hamburger。
    最经典的hamburger是用牛肉绞肉肉饼，经过火烤（汉堡王）或者煎（麦当劳） 配上面包 芝士（个人认为没有芝士的汉堡缺少灵魂）酸黄瓜 生菜等做成的。       
    还有一个很容易犯的错误，很多人以为赛百味卖的也是汉堡，其实赛百味卖的是潜水艇三明治 （还有沙拉和百味卷）。 这种三明治不用吐司，用剖开的法棍面包夹蔬菜和肉类，不用芝士而用各种酱料，肉很少有炸制或烤制的，蔬菜比一般快餐多（但是那么点其实不够 也就心理因素觉得稍微健康一些）。可以加热但是一般加热之后才放入蔬菜以保证蔬菜的口感。
转自《知乎》",1518713285.0,636.0,22.0,保密,带带林兮,4.0,2.0
这个确实有心理阴影，看完之后害怕了整整一个月不敢去麦当劳,1518590056.0,632.0,5.0,女,你无法得到的人,3.0,0.0
麦当劳叫金拱门是因为传统，美国圣诞是会唱一首叫《金拱碑》的歌:金拱碑，金拱碑，金拱偶的胃。,1518527034.0,630.0,7.0,保密,吃紫菜的猫,3.0,0.0
麦当劳真是拼了老命把自己搞成邪教也没成功,1518516418.0,629.0,5.0,保密,sssayer,5.0,0.0
我去麦当劳吃肯德基，顺带一杯星巴克(=・ω・=),1517905398.0,608.0,8.0,男,花蓝闵弛,3.0,1.0
如果现实中的 麦当劳蜀黍也是那么烦的话 我绝对会带麦当劳产生恐惧的,1517667555.0,604.0,16.0,保密,想要自杀少年-Passby,4.0,0.0
小时候跟老爸逛街，每次经过麦当劳的店我都会躲一边让我爸挡着（因为店外有一个超大的麦当劳叔叔坐着），小时候简直怕麦当劳叔叔😂😂,1517311591.0,592.0,11.0,保密,小丸子超好吃,4.0,2.0
我小时候最怕麦当劳叔叔。。。。。,1516855101.0,580.0,4.0,女,微然然然然,4.0,0.0
我小时候每次看见麦当劳的小丑都会哭,1516799927.0,579.0,3.0,保密,隐崖,5.0,0.0
卧槽，麦当劳这样的吗？,1516590291.0,570.0,2.0,保密,NASA-71,4.0,1.0
汉堡王个麦当劳是死对头,1515420676.0,549.0,11.0,男,玩膩丶ceiling,4.0,0.0
在麦当劳吃汉堡王然后把小丑叫出来群殴怎么办,1514696246.0,539.0,3.0,保密,4101119,4.0,0.0
麦当劳小丑我一直觉得很吓人,1514283070.0,532.0,3.0,女,莲鱼水月,5.0,0.0
麦当劳的确没有汉堡王好吃，任何食物都是。,1512452849.0,503.0,8.0,男,常梦凯,5.0,1.0
我小时候吃金拱门（原麦当劳）结果一个小丑问我好吃否，他是外国人，我听得懂，所以我本能的说了yes，只是他笑的更渗人了，，我害怕小丑，真的，我一个朋友是职业小丑，他有次表演完没卸妆来找我玩，结果我一开门就晕了！我刚看完恐怖片，我醒来时，他已经卸了妆了，我问他那个小丑去哪里了，他说就是他，我才放了心，我总担心黑暗中有个咯咯笑的小丑在看着我。,1512381926.0,499.0,26.0,男,五十金的阿克蒙德,3.0,1.0
小孩子看了会很喜欢吃麦当劳并恋上我们可爱的蓝蓝路( ͒•·̫|,1512311797.0,498.0,3.0,女,雪梨包子ww,4.0,1.0
原来麦当劳叔叔是恋童癖加精神病而且有暴力倾向。早就看他不顺眼了。,1511828531.0,489.0,29.0,保密,你走远点好吗,4.0,0.0
这不是广告，这是一般反对麦当劳肯德基的人拍的，寓意是保护环境，主角叫老麦，b站还有其他关于他作品的视频,1511075549.0,472.0,5.0,保密,站着别动给你加个祝福,4.0,2.0
这广告真上映在电视台麦当劳不到两天坐等倒闭……,1511023842.0,469.0,8.0,保密,喬少修白觞,5.0,0.0
我一直不喜欢小丑，总觉得很恐怖。      还有这广告不怎么可怕，是那个麦当劳大叔脸上的妆太恶心了,1510957063.0,465.0,22.0,保密,路过的南光太郎,4.0,1.0
做梦做了麦当劳和肯德基在教室里对干,1510918021.0,464.0,10.0,保密,Google-澳門,4.0,2.0
笑死我了，如果换成肯德基爷爷和麦当劳叔叔大战就更有趣了,1510665479.0,456.0,5.0,男,紫亻言风,4.0,0.0
"其实你去肯德基，麦当劳，汉堡王吃别家汉堡都没什么大问题。

但是千万不要去德克士吃。


因为德克士是清真餐厅。",1510077049.0,439.0,17.0,男,阿非利加大祭司,5.0,12.0
那我试试去麦当劳里吃汉堡王去汉堡王里吃肯德基然后再去肯德基里吃麦当劳,1509164208.0,392.0,1.0,男,黑化黛西,4.0,1.0
我吃着金拱门牌汉堡（麦当劳），喝着美人鱼牌奶茶（星巴克）穿着勾牌儿鞋（耐克）穿着双人座衣服（Kappa）带着皇冠牌手表（Rolex）突然想喝太极汽水（百事可乐）想吃开封菜（KFC肯德基）又想吃肉夹馍大王（汉堡王）也想尝尝陕北味（subway）结果还是订个烤馕小木屋吧（必胜客）哎穷的没法开马牌儿（法拉利）车，跟牛牌儿车（兰博基尼）还是买个兔子杂志看吧（****pyalboy）（自己看网上图片写的）(⌒▽⌒),1509125352.0,389.0,6.0,男,蓝色de西瓜,3.0,0.0
麦当劳的小丑好搞笑，好有活力，所以，，，我选肯德基爷爷→_→,1508923682.0,379.0,2.0,保密,昱以夜乎月,3.0,0.0
这就是2年前的我，每个星期去吃麦当劳，和麦当劳叔叔玩，直到有一天…………，我背叛了麦当劳叔叔，买了X包王，吃了X包王的汉堡，麦当劳叔叔黑化了，（导演）额……剧本上没有X包王……（？）啊野生的麦当劳叔叔从草丛中跳了出来。（？）/。导演就决定是你了。（麦当劳叔叔）（0O0）/。麦当劳叔叔使出了，扔汉堡盒，威力99999，导演挂了……（麦当劳叔叔）B…………（由于脏话太多被和谐了）（？）啊啊啊Σ(ﾟдﾟ;)。眼前一片黑…………,1508914935.0,378.0,0.0,女,吧唧吧唧狗,4.0,0.0
不是演戏么，这小丑是麦当劳的开发者吧,1508151144.0,362.0,2.0,男,炎碧啊,4.0,0.0
麦当劳你胆子大，那我们来摔跤吧,1507989923.0,357.0,134.0,保密,你-重新做人,4.0,3.0
决定去麦当劳吃汉堡王,1507900342.0,355.0,3.0,保密,血雨家的探花,4.0,0.0
这广告估计会让麦当劳彻底倒闭,1507819726.0,353.0,3.0,保密,喬少修白觞,5.0,0.0
麦当劳的声音，怎么这么像黑人兄弟里的Keegan？？？？这个是不是黑人兄弟的作品啊？,1507556753.0,352.0,0.0,女,MinorSwing,5.0,0.0
我能把麦当劳叔叔绑起来关笼子里，再当着他的面吃汉堡王吗？,1507300367.0,346.0,20.0,保密,爱国者塑料袋,5.0,1.0
简直阴影，再也不去麦当劳了(´；ω；`),1507126005.0,336.0,6.0,保密,ナブナIN冷凍庫,5.0,0.0
我记得我以前投稿过也是这个麦当劳叔叔的视频，不过那个是在麦当劳里面他被一群小朋友欺负然后心态爆炸把整个麦当劳里面的人都杀了的视频，然后没有通过。。。不知道你们看过没有。。,1507105621.0,334.0,14.0,男,侵华带学,4.0,5.0
我从小害怕麦当劳的这个小丑。还是肯德基老爷爷比较和善,1507094394.0,332.0,21.0,保密,WeRTrailblazers,4.0,0.0
我记得我以前看过一个麦当劳的 拿着斧子虐杀了所有小朋友 后面还有电锯。。。真是童年隐形,1507034444.0,328.0,9.0,女,お久しぶりです1,5.0,3.0
为什么我到麦当劳吃汉堡王没出事……,1505824944.0,309.0,0.0,保密,死鱼路人,4.0,0.0
现在我在麦当劳吃汉堡王，我还没啥事啊，呃，麦当劳叔叔你看我干嘛，我,1505740336.0,307.0,10.0,男,坑钱企鹅,4.0,0.0
看小丑这个妆就晓得这不是麦当劳广告,1505294941.0,303.0,15.0,女,这孩子可以拿去煲汤,4.0,0.0
我再也不去麦当劳了,1504085716.0,293.0,3.0,女,鱼鱼鱼鱼鱼鱼啊_,3.0,0.0
看了这广告以后谁特么还敢去麦当劳,1503978436.0,288.0,6.0,保密,Hi皮everyday,4.0,0.0
小时候被麦当劳叔叔吓哭过,1503583229.0,276.0,1.0,保密,54的小鱼干,4.0,0.0
算了算了，麦当劳汉堡王都不想吃了，去吃kfc,1503564874.0,275.0,3.0,保密,绪奈qwq,4.0,0.0
TMD，卧槽，连个护眼的都没有，刚进去一个就麦当劳叔叔没有一点点防备就炸出来，我TMD！看恐怖片我都没那么大反应，NND差点从凳子上滚下去！（都语无伦次了）,1502697184.0,253.0,5.0,男,肅殺の虬,3.0,0.0
有生之年我一定要入侵一家麦当劳，然后再点餐屏幕上放这个。(･∀･),1502108201.0,242.0,7.0,男,灵魂斗罗☆,4.0,1.0
嗯，我也去麦当劳吃汉堡王,1502006809.0,240.0,1.0,男,厂长是我表锅O_o_,4.0,0.0
cao他大爷的什么鬼东西?这么不可能是麦当劳广告!,1501778441.0,235.0,5.0,保密,只能亲一口哦猪精,4.0,0.0
吓得我不敢买麦当劳儿童套餐了,1501759397.0,234.0,2.0,男,钛铝合金,5.0,0.0
汉堡王是麦当劳的对手吧...这个小丑也太入戏了..谁让那个小孩在麦当劳里吃他们对手的东西，这种感觉就像是在一个新人up的视频里对观众说去看另一个高人气up。←_←,1501160911.0,221.0,15.0,女,香滑可口小天堂,4.0,0.0
突然放下手中麦当劳的汉堡…(╬ ꒪Д꒪)ノ,1501138760.0,217.0,2.0,女,是熙熙熙儿呐,3.0,0.0
垃圾麦当劳，他们拍的片子里有好多麦当劳打小孩的场景,1501119648.0,216.0,6.0,男,斯科特伍兹,5.0,0.0
麦当劳叔叔一直是我心里阴影，我超怕小丑的啊啊啊,1501051326.0,215.0,9.0,女,居老师滴duan,4.0,0.0
以前看过一个麦当劳叔叔的视频。。这个是叫蓝蓝路吧，蓝蓝路把一堆小朋友杀了，端着个盘子，上面有一个头，插着根蜡烛（好像是），唱生日歌,1500969010.0,213.0,16.0,女,_鏡花水月,3.0,5.0
当初真的以为是广告。现在也依然保持着对麦当劳小丑的心理阴影。,1500797220.0,208.0,2.0,女,我的胸多半是废了,4.0,0.0
就因为麦当劳这P小丑一直对它印象不好，基本有肯德基我就决不去麦当劳,1500734191.0,207.0,8.0,男,北原太太叫和纱,5.0,0.0
小时候每次去麦当劳都会买个冰激凌，然后就坐在麦当劳叔叔模型的怀里吃。麦当劳叔叔简直就是我的童年,1500732809.0,206.0,7.0,女,粉色的果子,4.0,0.0
感觉以后不再吃麦当劳了,1500302342.0,195.0,4.0,保密,我还是那个一猫,4.0,0.0
这个叔叔只适合我，我是麦当劳的粉丝,1500081560.0,188.0,2.0,女,雨凝烟,4.0,0.0
这是汉堡王做出来黑麦当劳的吧(〜￣△￣)〜,1499786001.0,182.0,17.0,保密,桐生戰兎,5.0,0.0
这是谁的鬼主意呀，这种广告只会让买麦当劳的人越来越少，连我对那里的好感度也下降了。,1499739779.0,181.0,11.0,保密,一笑两空,3.0,0.0
我内心没有一点波动，甚至还安心地咬了一口麦当劳鸡腿,1495964296.0,153.0,7.0,女,AKおAriel,4.0,0.0
哈哈好可爱，我就吃麦当劳(^・ω・^ ),1488428758.0,132.0,1.0,男,B-R-C,5.0,0.0
"教主：嘿！比利！你没有吃麦当劳
比利：啊，乖乖站好",1486191830.0,100.0,11.0,保密,eStarProUzz,4.0,0.0
不知道为什么看了这个视频之后一点恐惧都没有反而想揍那个狗逼麦当劳一顿，真的，莫名很火,1486022723.0,94.0,14.0,男,Halde_,4.0,0.0
麦当劳叔叔好可爱,1485871202.0,90.0,1.0,女,嚯嚯嚯嚯ヽ嚯呀,4.0,0.0
。。。。。。我以后不再去麦当劳吃东西了。。。。。。。。。Fxxx！！！！！凸一^一,1484829663.0,68.0,5.0,保密,充满腐能量的宅女,3.0,0.0
本视频由麦当劳独家赞助播出(°∀°)ﾉ,1483540324.0,52.0,6.0,女,陆阿妩,5.0,0.0
"麦当劳怪蜀黍
妈的智障(^・ω・^ )",1480567565.0,38.0,3.0,男,吔橘酱,4.0,0.0
我下次也去麦当劳里吃汉堡王试试看,1475334266.0,30.0,8456.0,女,笠花蜜柑,5.0,180.0
这真的是麦当劳拍的吗233,1471178762.0,17.0,5.0,女,无妒之鸷,4.0,0.0
麦当劳这是在自黑吗？,1469697950.0,16.0,7.0,保密,极品威哥,5.0,0.0
哈哈……在北京工作的那两年，加上在天津大学专科三年，基本心情不好的时候就会夜里去刷街，24小时的快餐店就是最好的歇脚点。天津的快餐店虽然也有睡觉的务工人员但是明显很少，北京……深夜两三点的麦当劳可不止市中心的人满为患，五环边上的也差不多的,1541434398.0,523.0,0.0,男,灰卡皇,5.0,0.0
想起以前大学的时候我们也都在麦当劳通宵备考，宿舍民国老房子没空调要么太热要么太冷。。。,1525684946.0,503.0,1.0,保密,冥镜狐,4.0,0.0
你见过凌晨两点的麦当劳吗？,1516441566.0,497.0,1.0,男,夺命书生柚子,3.0,0.0
麦当劳这么脏，你还敢吃流浪汉吗？,1516198771.0,495.0,0.0,男,肥胖是人生大敌,5.0,0.0
我睡过深圳三和周边的一家麦当劳三四天。,1510483763.0,485.0,1.0,男,疯癫疯疯癫癫侠,5.0,2.0
突然想起小时候，我姨妈一家人去北京北漂时的样子了，虽然没有见过，却通过这个视频看到了。在小面包车上，几个人挤在一起睡，在麦当劳睡，最好的就是租过一间只能放下单人床的小房间，几个人能安稳的睡一夜( ´_ゝ｀)以前从来没想到，繁华的城市背后会怎样。,1510292437.0,482.0,0.0,女,o清樾o,5.0,0.0
以前深夜在麦当劳里遇到过精神病信邪教的。刚开始和她聊起来没啥问题，后面发现他的三观越来越偏,1509872643.0,479.0,3.0,保密,阳光下的皮皮虾,5.0,0.0
一般我过夜都是去网吧和公园的，麦当劳去不去,1508589698.0,465.0,0.0,男,始有始,4.0,0.0
我在桂林读大学，每次学期末就在十字街那个麦当劳通宵复习，对，大学的课程复习一晚就可以过，然后吃早餐回去考试，考完再回去睡，当年我超牛 逼,1508247294.0,448.0,10.0,保密,航航Leonlofz,4.0,1.0
